median,system:index,farmer_land_name,fieldID
0.10794932944047934,0,praskoveya,266
0.10033946968640772,1,praskoveya,267
-0.004402273740493399,2,praskoveya,268
0.09423060238227814,3,praskoveya,269
-0.003399824556214455,4,praskoveya,270
-0.003486265026155941,5,praskoveya,271
0.09666541141783827,6,praskoveya,272
0.0072790554542283715,7,praskoveya,273
0.005904420778626061,8,praskoveya,274
0.01752898916098188,9,praskoveya,275
0.006812940716794235,10,praskoveya,276
0.010996200134767523,11,praskoveya,277
0.00538056873003075,12,praskoveya,278
0.003418891779758557,13,praskoveya,279
0.12012970261243358,14,praskoveya,280
-0.003425011975337504,15,praskoveya,281
0.11865344701982776,16,praskoveya,282
0.11816174106409662,17,praskoveya,283
0.16354452072718934,18,praskoveya,284
0.15717744218588015,19,praskoveya,285
0.0014478802231437055,20,praskoveya,286
0.1689889011583317,21,praskoveya,287
0.13320804869350109,22,praskoveya,288
0.0336853107044131,23,praskoveya,289
0.13937089474050346,24,praskoveya,290
0.12396619539463453,25,praskoveya,291
0.10450007634410627,26,praskoveya,292
0.0990984036283528,27,praskoveya,293
0.07080292363129703,28,praskoveya,294
0.024180725502043126,29,praskoveya,295
-0.008807709404768852,30,praskoveya,296
-0.004906875243474074,31,praskoveya,297
-0.0026828356678805687,32,praskoveya,298
-0.008312855168906634,33,praskoveya,299
-0.007323045710636709,34,praskoveya,300
0.08444589230185963,35,praskoveya,301
-0.008807283455915749,36,praskoveya,302
-0.00878111673552234,37,praskoveya,303
0.01734782268718455,38,praskoveya,304
0.01683164542938202,39,praskoveya,305
0.07835018128857789,40,praskoveya,306
-0.005654085091394562,41,praskoveya,307
0.014566189903960875,42,praskoveya,308
0.026370594568827708,43,praskoveya,309
-0.008303039886799278,44,praskoveya,310
-0.007557020094441763,45,praskoveya,311
-4.949294998411305E-4,46,praskoveya,312
-0.0010246072143714287,47,praskoveya,313
0.022471137826121795,48,praskoveya,314
1.7272551799473295E-4,49,praskoveya,315
-0.005362037960264914,50,praskoveya,316
-0.004386293923677323,51,praskoveya,317
-0.002904503151066786,52,praskoveya,318
-0.008290355259064523,53,praskoveya,319
0.003629907198627181,54,praskoveya,320
0.030569011753709713,55,praskoveya,321
-0.004403158972055953,56,praskoveya,322
-0.001702454480486835,57,praskoveya,323
0.1357254037347596,58,praskoveya,324
-0.002937956838677072,59,praskoveya,325
-0.001241783112380223,60,praskoveya,326
0.004859239024722073,61,praskoveya,327
0.14361687395886827,62,praskoveya,328
-0.006832958839497486,63,praskoveya,329
-0.003422391923708595,64,praskoveya,330
0.17281949893056828,65,praskoveya,331
0.034660166135486635,66,praskoveya,332
0.022953983315969335,67,praskoveya,333
-0.00317945704649627,68,praskoveya,334
0.02976532160196446,69,praskoveya,335
0.12992061098440702,70,praskoveya,336
0.027832281184353803,71,praskoveya,337
0.03759664211144899,72,praskoveya,338
0.16511229746873396,73,praskoveya,339
0.14748456946130872,74,praskoveya,340
0.17434101216393105,75,praskoveya,341
0.13576686260254753,76,praskoveya,342
-0.0056263167491453,77,praskoveya,343
-0.00538189556240815,78,praskoveya,344
-0.008823467253111056,79,praskoveya,345
-0.0034291997214674036,80,praskoveya,346
0.05743641406297684,81,praskoveya,347
0.16114753033682583,82,praskoveya,348
-0.0034252757568292744,83,praskoveya,349
-0.0014398349190515103,84,praskoveya,350
-0.004848016718759763,85,praskoveya,351
-0.0029730246833644058,86,praskoveya,352
0.13817751455792915,87,praskoveya,353
0.15728220648228253,88,praskoveya,354
-0.004885613837250673,89,praskoveya,355
-0.005367347850684697,90,praskoveya,356
0.02882927473741805,91,praskoveya,357
8.908672050912883E-4,92,praskoveya,358
-0.0044128617752439364,93,praskoveya,359
-0.0024550535745893566,94,praskoveya,360
2.445399402320881E-4,95,praskoveya,361
-0.005408239299013471,96,praskoveya,362
-0.0021900804301202646,97,praskoveya,363
0.09300816849664191,98,praskoveya,364
0.10408439337270065,99,praskoveya,365
-0.005630455113188172,100,praskoveya,366
-0.006962617850065756,101,praskoveya,367
-0.006348380300291787,102,praskoveya,368
0.08814893541655593,103,praskoveya,369
0.12446299345802346,104,praskoveya,370
-0.006806870940817322,105,praskoveya,371
-0.00496711086719834,106,praskoveya,372
-0.005393072377294248,107,praskoveya,373
-0.005140974928608884,108,praskoveya,374
0.09664232557611155,109,praskoveya,375
0.0903401157568096,110,praskoveya,376
0.10429805900718345,111,praskoveya,377
0.10493922258536142,112,praskoveya,378
-0.005138874152585928,113,praskoveya,379
0.09421165638929382,114,praskoveya,380
-0.004936102812960563,115,praskoveya,381
-0.004915519283808128,116,praskoveya,382
0.10328818008361028,117,praskoveya,383
0.09498874928623874,118,praskoveya,384
0.09936211589893293,119,praskoveya,385
